crime_id,crime_date,crime_time,crime_type,muni,year,month,week,day,week_day,week_day_name,crime_hour,crime_lon,crime_lat,atm_dist,bank_dist,bar_dist,cafe_dist,industrial_dist,market_dist,nightclub_dist,police_dist,pub_dist,restaurant_dist,taxi_dist,grid_id,grid_lon,grid_lat,utm_x,utm_y,datetime,timestamp
v5402,2011-01-01,00:45:21,Agresion,Valencia,2011,1,1,1,6,Friday,0,-0.364815116,39.45981216,1089.281561,302.6284,231.9125,295.7558,370.9364,645.5224,791.2253,438.9567,423.8894,57.6928,848.4274,252,-0.367537495,39.45941375,726716.5514570151,4371119.207504292,2011-01-01 00:45:21,1293842721
v5403,2011-01-01,02:23:02,Agresion,Valencia,2011,1,1,1,6,Friday,2,-0.368319988,39.49464035,347.0493007,330.7643,932.1827,299.2976,652.5996,1246.1975,1231.8092,651.8522,684.0062,721.299,255.1146,132,-0.367537495,39.49486475,726301.9952166432,4374976.420346573,2011-01-01 02:23:02,1293848582
v5406,2011-01-01,03:05:43,Agresion,Valencia,2011,1,1,1,6,Friday,3,-0.401967973,39.45755005,2137.898976,208.1606,265.0994,727.9582,472.6088,803.8725,1013.4548,910.7305,289.0904,413.0841,287.4208,246,-0.400932715,39.45941375,723526.9404792553,4370775.258412013,2011-01-01 03:05:43,1293851143
v5405,2011-01-01,03:16:50,Agresion,Valencia,2011,1,1,1,6,Friday,3,-0.389237106,39.45796585,878.3985897,165.2759,440.3487,256.1483,267.9454,1548.6266,57.2476,441.3841,273.4681,320.1781,858.086,248,-0.389800975,39.45941375,724621.0757134145,4370853.080168981,2011-01-01 03:16:50,1293851810
v5404,2011-01-01,03:22:57,Agresion,Valencia,2011,1,1,1,6,Friday,3,-0.358599991,39.48215866,1160.1734,215.2143,266.3057,51.0141,373.5192,1560.1128,1350.2106,1002.869,137.3808,83.8564,1762.1849,174,-0.356405755,39.48304775,727178.593433297,4373615.395838337,2011-01-01 03:22:57,1293852177
v5437,2011-01-01,05:41:12,Agresion,Valencia,2011,1,1,1,6,Friday,5,-0.344099998,39.46921539,670.0624368,77.475,286.4583,346.9492,883.2079,1032.9419,1227.138,1361.4086,345.5113,189.9459,274.0057,216,-0.345274015,39.47123075,728468.2359064167,4372215.338583912,2011-01-01 05:41:12,1293860472
v5436,2011-01-01,05:46:00,Agresion,Valencia,2011,1,1,1,6,Friday,5,-0.389236748,39.45808792,875.2217681,155.3945,450.9452,259.5923,280.1524,1536.8225,47.7547,429.4265,273.2882,308.4787,854.3141,248,-0.389800975,39.45941375,724620.713862335,4370866.631100622,2011-01-01 05:46:00,1293860760
v5408,2011-01-01,05:57:50,Agresion,Valencia,2011,1,1,1,6,Friday,5,-0.349409997,39.46715164,158.6795623,134.6821,166.1427,154.5775,318.2648,466.3926,1541.9779,1575.5603,185.9886,99.405,756.789,235,-0.350839885,39.46532225,728018.1324461596,4371972.798582949,2011-01-01 05:57:50,1293861470
v5409,2011-01-01,05:59:05,Otros,Valencia,2011,1,1,1,6,Friday,5,-0.393467247,39.45176315,1529.584786,409.5394,241.5789,217.644,270.7896,1683.8056,477.3714,1170.4675,165.6227,308.9818,1005.9779,267,-0.395366845,39.45350525,724276.9983005289,4370154.028168758,2011-01-01 05:59:05,1293861545
v5414,2011-01-01,06:09:35,Agresion,Valencia,2011,1,1,1,6,Friday,6,-0.41822499,39.50318527,1635.952793,178.5926,87.9297,118.5157,3614.9231,4054.72,3769.6586,3219.5564,2169.71,41.6759,2225.5433,103,-0.417630325,39.50077325,721982.8218706264,4375800.648821288,2011-01-01 06:09:35,1293862175
v5415,2011-01-01,06:11:58,Agresion,Valencia,2011,1,1,1,6,Friday,6,-0.418948412,39.50144958,1628.591936,41.2147,186.1897,222.7811,3775.7822,3922.2918,3732.0853,3063.0769,2149.054,99.6732,2192.3616,103,-0.417630325,39.50077325,721926.1381069564,4375606.199006535,2011-01-01 06:11:58,1293862318
v5407,2011-01-01,06:21:10,Agresion,Valencia,2011,1,1,1,6,Friday,6,-0.32908681,39.46899414,332.2414251,664.3752,208.2267,229.608,29.3757,403.324,553.596,144.7391,368.3428,71.0106,136.8585,219,-0.328576405,39.47123075,729760.6229594251,4372228.9739612825,2011-01-01 06:21:10,1293862870
v5418,2011-01-01,06:39:44,Agresion,Valencia,2011,1,1,1,6,Friday,6,-0.335674345,39.42078781,3385.615859,447.9313,3889.844,3732.917,1244.8093,2899.3161,3964.2544,4306.8016,2494.5899,152.5909,3784.7284,398,-0.334142275,39.41805425,729352.068215258,4366861.144201038,2011-01-01 06:39:44,1293863984
